uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
6edec67f-6ed4-437b-91fb-4f2a5660f00c,,"INTRACARDIAC INJECTION, DRUG ROUTE","Any medication administration that involves injecting a drug directly into the heart.",Misc,N/A,,,,,,,,,,,,,
c54d870a-e884-42b2-b628-0f66210d5809,,"PERCUTANEOUS, DRUG ROUTE","Medications are absorbed directly through the skin into the blood stream. Some hormone replacements are administered by patches that are absorbed slowly and evenly, for example.",Misc,N/A,,,,,,,,,,,,,
9cd5a3ab-9853-4d1b-a247-6d5933775b86,,"INTRADERMAL INJECTION, DRUG ROUTE ","An injection given into or within the skin.",Misc,N/A,,,,,,,,,,,,,
1c81433c-c9e6-4bbb-b6f9-474afb987c1f,,"INTRATHECAL, DRUG ROUTE","Intrathecal administration is a route of administration for drugs via an injection into the spinal canal, or into the subarachnoid space so that it reaches the cerebrospinal fluid (CSF) and is useful in spinal anaesthesia, chemotherapy, or pain management applications.",Misc,N/A,,,local: 10078,,,,,,,,,,
9eba63d1-d496-4215-b5f1-a1b35a1d198e,,"INTRA OMMAYA, DRUG ROUTE","An Ommaya reservoir is an intraventricular catheter system that can be used for the aspiration of cerebrospinal fluid or for the delivery of drugs \n(e.g. chemotherapy) into the cerebrospinal fluid. It consists of a catheter in one lateral ventricle attached to a reservoir implanted under the scalp.",Misc,N/A,,,local: 10079,,,,,,,,,,
90083bee-9859-4364-a81f-4aad6f3634fb,,"DRUG ROUTE","A question to store the different ways/routes by which a medication may be administered.",Question,Coded,db0c5937-3874-4eae-9566-9a645ad7ac65;a8aad9c6-9b54-49f7-9cd1-0d165cd12af4;61391823-27aa-4d7a-aac3-ef2b808135a9;a8d2a6cb-1652-4d8e-a830-226ded345345;3fa5c3a8-41e5-493a-9ab7-7177fc6f8c82;7ef97361-e7e2-4079-92a3-584b5a5cd0f5;fafacc32-0d0b-4af7-bb90-e5d76d979cd4;197a4dff-79ad-4f45-a27a-9bcacb9ddde7;661f066f-7df3-4e23-9477-9a72f0553110;7528b136-e218-4102-8559-4b50f92602ba;69d2064a-f3e7-4f98-b35e-a18bfd4a4627;924cee82-cb74-46ee-bdb9-af894f2a48e4;6edec67f-6ed4-437b-91fb-4f2a5660f00c;c54d870a-e884-42b2-b628-0f66210d5809;9cd5a3ab-9853-4d1b-a247-6d5933775b86;1c81433c-c9e6-4bbb-b6f9-474afb987c1f;9eba63d1-d496-4215-b5f1-a1b35a1d198e,,,,,,,,,,,,
d24e8893-0d5a-4ab8-aea5-d5fd1f4626cd,,"ADJUVANT INTENT","Treatment given after primary therapy to increase the chance of long-term survival",Misc,N/A,,,MCL/CIEL: 160848,,,,,,,,,,
0ad70523-9e96-41de-b513-cddf8c9b93a4,,"NEO ADJUVANT INTENT","Treatment given beforem primary treatment, often as a first step to shrink a tumor",Misc,N/A,,,,,,,,,,,,,
8ffa8dd1-bab8-49ac-bfc1-7775ac295057,,"SYMPTOM CONTROL","Treatment intended to lessen symptoms of a disease",Misc,N/A,,,,,,,,,,,,,
f2b119e7-5b53-4dec-a079-843c0544c241,,"CURATIVE CARE","Curative care or curative medicine is the kind of health care traditionally oriented towards seeking a cure for an existent disease or medical condition. Curative care differs from preventive care, which aims at preventing the appearance of diseases through immunization, exercise, proper eating habits and other life style issues, and from palliative care, which concentrates on reducing the severity of disease symptoms, such as pain.",Misc,N/A,,,MCL/CIEL: 160847,,,,,,,,,,
2394dc0b-711a-4b93-be87-27842954450b,,"PALLIATIVE CARE","Palliative care is an area of healthcare that focuses on relieving and preventing the suffering of patients.",Misc,N/A,,,MCL/CIEL: 160849,,,,,,,,,,
a8a36fc8-1350-11df-a1f1-0026b9348838,,"REASON MEDICATION USE","General concept for asking reason(s) for medication use.",Question,Coded,d24e8893-0d5a-4ab8-aea5-d5fd1f4626cd;0ad70523-9e96-41de-b513-cddf8c9b93a4;8ffa8dd1-bab8-49ac-bfc1-7775ac295057;f2b119e7-5b53-4dec-a079-843c0544c241;2394dc0b-711a-4b93-be87-27842954450b,,local: 2206;MCL/CIEL: 160846,,,,,,,,,,
9b15016c-9698-4852-8228-7c55703f73ee,,"PILL COUNT","A question to capture the number of pills the patient has remaining from previously dispensed prescription when returning to the pharmacy. ",Question,Numeric,,,,,,,0.0,,,#pill,,False,
832659b9-c950-4b47-af3b-05480898e2ee,,"FREQUENCY PER DAY","A generic question to capture the number of times an event occurs per day.",Question,Numeric,,,,,,,,,,,,False,
f2caa04a-17e8-4978-9b01-70313836f7ce,,"DATE MEDICATION REFILLS PICKED-UP","Date when patient picked up their medications.",Finding,Date,,,MCL/CIEL: 162550,,,,,,,,,,
a8a072c8-1350-11df-a1f1-0026b9348838,,"PATIENT REPORTED CURRENT OTHER TREATMENT","Question on encounter form. Other current medications used.",ConvSet,N/A,,a8a060c6-1350-11df-a1f1-0026b9348838;a8a08286-1350-11df-a1f1-0026b9348838;a8a063c8-1350-11df-a1f1-0026b9348838;a8a06184-1350-11df-a1f1-0026b9348838;a8a05e82-1350-11df-a1f1-0026b9348838;a8a05f4a-1350-11df-a1f1-0026b9348838;a8a06008-1350-11df-a1f1-0026b9348838;1682a920-c93d-4aad-b9cb-4a2b2c41ff1a;30fc0cea-b6c7-48cc-bbfb-4eb53170ce41;a89fc120-1350-11df-a1f1-0026b9348838;1c8f62e8-6b78-4499-a3c5-2c5fb3bb276e;a8a081c8-1350-11df-a1f1-0026b9348838;90083bee-9859-4364-a81f-4aad6f3634fb;a89ae092-1350-11df-a1f1-0026b9348838;a8a36fc8-1350-11df-a1f1-0026b9348838;db4a2478-1a3b-4c46-9769-a500c64ae5ba;9b15016c-9698-4852-8228-7c55703f73ee;832659b9-c950-4b47-af3b-05480898e2ee;f2caa04a-17e8-4978-9b01-70313836f7ce,,,,,,,,,,,
a8a07bce-1350-11df-a1f1-0026b9348838,,"DOSAGE CHANGE","Generic question: "Dosage change?"",Question,Coded,a899b42e-1350-11df-a1f1-0026b9348838;a89e6ae6-1350-11df-a1f1-0026b9348838;a899b35c-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a89c26b4-1350-11df-a1f1-0026b9348838,,"MEDICATION RECEIVED AT VISIT","Question on encounter form.  "Medication picked up at visit:"",Question,Boolean,,,local: 1276;MCL/CIEL: 1276,,,,,,,,,,
0f8569b7-800c-4f6a-be1f-b8e052fc96cf,,"CATHOLIC","A member of the Roman Catholic Church.",Misc,N/A,,,,,,,,,,,,,
4aec262f-08a5-4ed9-9c0d-39fa1a9bd81b,,"PROTESTANT","A member or follower of any of the Western Christian churches that are separate from the Roman Catholic Church.",Misc,N/A,,,,,,,,,,,,,
a0c91995-926e-421d-a5fe-44fdab3dfb27,,"MUSLIM","A follower of the religion of Islam.",Misc,N/A,,,,,,,,,,,,,
975f809d-fa55-4b8a-9086-9d63e68728b1,,"TRADITIONALIST","A system of philosophy according to which all knowledge of religious truth is derived from divine revelation and received by traditional instruction.",Misc,N/A,,,,,,,,,,,,,
d6601939-e81e-412e-ae36-373efd7f32fe,,"HINDU","A follower of Hinduism.",Misc,N/A,,,,,,,,,,,,,
f3ee48c2-3792-40ed-a400-aa5016784e9c,,"BUDDHIST","Of or relating to or supporting Buddhism.",Misc,N/A,,,,,,,,,,,,,
7fdd98ca-68d4-450e-a28e-a9298e6c54e9,,"JUDAISM","Judaism is an Abrahamic, monotheistic, and ethnic religion comprising the collective religious, cultural, and legal tradition and civilization of the Jewish people.",Misc,N/A,,,,,,,,,,,,,
563b356e-b156-4426-9e65-448a5c8d4440,,"ATHEISM","A follower of the religion of atheism",Misc,N/A,,,,,,,,,,,,,
a8b03352-1350-11df-a1f1-0026b9348838,,"RELIGION","A religion is a set of beliefs concerning the cause, nature, and purpose of the universe, especially when considered as the creation of a supernatural agency or agencies, usually involving devotional and ritual observances, and often containing a moral code governing the conduct of human affairs.",Misc,Coded,0f8569b7-800c-4f6a-be1f-b8e052fc96cf;4aec262f-08a5-4ed9-9c0d-39fa1a9bd81b;a0c91995-926e-421d-a5fe-44fdab3dfb27;975f809d-fa55-4b8a-9086-9d63e68728b1;d6601939-e81e-412e-ae36-373efd7f32fe;f3ee48c2-3792-40ed-a400-aa5016784e9c;a899e0ac-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;7fdd98ca-68d4-450e-a28e-a9298e6c54e9;563b356e-b156-4426-9e65-448a5c8d4440,,MCL/CIEL: 162929;local: 6285,,,,,,,,,,
a89def1c-1350-11df-a1f1-0026b9348838,,"NOT FOUND","Generic answer to a question: "Not found."",Misc,N/A,,,,,,,,,,,,,
0a7338a4-d459-45aa-857b-a09635db25af,,"BUY MEDICATION FROM CHEMIST","Patient bought medication from shop or chemist",Misc,N/A,,,,,,,,,,,,,
cb85dc6f-86ff-4668-87ea-a1980f91f8cf,,"ENOUGH DRUG SUPPLY","Question on encounter form to record wether patient had enough supply of drugs.",Question,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
bbc8f7f3-bf4b-4ed1-b2c0-4ee8245e1021,,"ADVICE BY THE CLINICIAN","Used when a peer calls a clinician and recieves advice not to deliver drugs especially for DM/HTN cases",Misc,N/A,,,,,,,,,,,,,
a89e39f4-1350-11df-a1f1-0026b9348838,,"PATIENT DIED","",Finding,N/A,,,local: 1593;MCL/CIEL: 160034,,,,,,,,,,
b593cef9-0ad8-4393-a6f8-8b3daa25e1cd,,"PATIENT HAS BEEN HOSPITALIZED","Generic answer to situations where a patient has been hospitalized",Misc,N/A,,,,,,,,,,,,,
be050e3b-9915-4097-ba41-46033e9b61c3,,"REASON MEDICATION NOT RECEIVED","Reason(s) why the patient did not receive their prescribed medication.",Question,Coded,c0c9eab3-46f6-453c-b29d-dc1c242317c5;a8b03352-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a89def1c-1350-11df-a1f1-0026b9348838;a8b03af0-1350-11df-a1f1-0026b9348838;0a7338a4-d459-45aa-857b-a09635db25af;cb85dc6f-86ff-4668-87ea-a1980f91f8cf;a89eb8c0-1350-11df-a1f1-0026b9348838;bbc8f7f3-bf4b-4ed1-b2c0-4ee8245e1021;a89e39f4-1350-11df-a1f1-0026b9348838;b593cef9-0ad8-4393-a6f8-8b3daa25e1cd,,MCL/CIEL: 1779,,,,,,,,,,
f69d8a8e-d2c3-4b50-a4c2-431c2e08e2b9,,"MORE","measured increase in objective response criteria",Misc,N/A,,,,,,,,,,,,,
68244b29-c79a-4fc6-944f-25c9504a45a7,,"","measured reduction in objective response criteria",Misc,N/A,,,,,,,,,,,,,
0ef5a5d3-5cee-4df0-adc3-360e554c138d,,"HOLD ONE DOSE","Indicates that medication is not given for 1 dose. ",Misc,N/A,,,,,,,,,,,,,
d3584eee-7756-46de-a0ad-049efb87936a,,"HOLD TWO DOSES","Indicates that medication is not given for 2 doses.",Misc,N/A,,,,,,,,,,,,,
3150b2d9-7188-4566-aebf-0c149398a176,,"HOLD THREE DOSES","Indicates that medication is not given for 3 doses.",Misc,N/A,,,,,,,,,,,,,
0752854e-8214-401a-ad24-fc76850e967a,,"WEEKLY DOSE REDUCED 5-10%","Indicates the patient's weekly dose of medication is reduced by 5-10%.",Misc,N/A,,,,,,,,,,,,,
4bca849a-1273-414d-9437-52c6cf5dbab5,,"WEEKLY DOSE REDUCED 10-20%","Indicates the patient's weekly dose of medication is reduced by 10-20%.",Misc,N/A,,,,,,,,,,,,,
86df26ac-5069-4d37-9712-5b7ade4ab484,,"WEEKLY DOSE REDUCED 15-20%","Indicates the patient's weekly dose of medication is reduced by 15-20%.",Misc,N/A,,,,,,,,,,,,,
a850b28f-1d1a-4087-9afc-000a629ff144,,"ONE TIME EXTRA DOSE","Indicates one extra dose of medication.",Misc,N/A,,,,,,,,,,,,,
43964a28-ca4e-45f3-b385-63a17cad0182,,"WEEKLY DOSE INCREASED 5-10%","Indicates the patient's weekly dose of medication is increased by 5-10%.",Misc,N/A,,,,,,,,,,,,,
d900bd8b-901b-4021-8fd1-996783f455bf,,"WEEKLY DOSE INCREASED 10-20%","Indicates the patient's weekly dose of medication is increased by 10-20%.",Misc,N/A,,,,,,,,,,,,,
8201c32c-5bf6-450e-9827-caaad6488805,,"WEEKLY DOSE INCREASED 15-20%","Indicates the patient's weekly dose of medication is increased by 15-20%.",Misc,N/A,,,,,,,,,,,,,
474e8018-a763-4852-af85-f0d3777ed5c5,,"ONE DOSE OF 1-2.5MG VITAMIN K","Indicates a single dose of 1-2.5mg of Vitamin K. ",Misc,N/A,,,,,,,,,,,,,
4ae580f0-42d8-4018-b93a-e25a1ee243cb,,"ONE DOSE OF 3-5MG VITAMIN K","Indicates a single dose of 3-5mg of Vitamin K. ",Misc,N/A,,,,,,,,,,,,,
9852180f-bfa0-4a9c-a1d8-d59c4d86c958,,"ONE DOSE OF 10MG VITAMIN K","Indicates a single dose of 10mg of Vitamin K. ",Misc,N/A,,,,,,,,,,,,,
8817951a-93c9-4b46-a208-253103716dfc,,"OTHER MEDICATION PLAN ","Collects information related to other drug therapy plans.",Question,Coded,a89b7908-1350-11df-a1f1-0026b9348838;f69d8a8e-d2c3-4b50-a4c2-431c2e08e2b9;68244b29-c79a-4fc6-944f-25c9504a45a7;a89b77aa-1350-11df-a1f1-0026b9348838;a89b7d36-1350-11df-a1f1-0026b9348838;903223d0-f209-4fff-ae9f-918ec58f8eaa;0ef5a5d3-5cee-4df0-adc3-360e554c138d;d3584eee-7756-46de-a0ad-049efb87936a;3150b2d9-7188-4566-aebf-0c149398a176;0752854e-8214-401a-ad24-fc76850e967a;4bca849a-1273-414d-9437-52c6cf5dbab5;86df26ac-5069-4d37-9712-5b7ade4ab484;a8aaf3e2-1350-11df-a1f1-0026b9348838;a850b28f-1d1a-4087-9afc-000a629ff144;43964a28-ca4e-45f3-b385-63a17cad0182;d900bd8b-901b-4021-8fd1-996783f455bf;8201c32c-5bf6-450e-9827-caaad6488805;474e8018-a763-4852-af85-f0d3777ed5c5;4ae580f0-42d8-4018-b93a-e25a1ee243cb;9852180f-bfa0-4a9c-a1d8-d59c4d86c958,,,,,,,,,,,,
5f610d02-f1bd-41a1-b485-9ca70fe171a6,,"MEDICATION ORDERED AMOUNT","The total number of tabs/pills/bottles of a particular medication that was ordered based on the "prescription". This is may be different than the number which is actually dispensed..",Question,Numeric,,,MCL/CIEL: 1621,,,,,,,,,False,
f539fe70-d892-4fad-9d56-968e1ef1796d,,"DATE IMMUNIZATION SCHEDULE COMPLETED","The date a child was fully vaccinated. Assumes child is not only up to date with immunizations but no further immunization is required.",Question,Date,,,MCL/CIEL: 162585,,,,,,,,,,
7a74420f-96a0-4a69-aba8-28e975407e4a,,"NEXT REFILL DATE","Next medication refill date.",Question,Date,,,,,,,,,,,,,
a89ed21a-1350-11df-a1f1-0026b9348838,,"CURRENT NUMBERS OF PILLS PER DAY, QUANTITATIVE","Question on Adherence Questionnaire: "How many pills are you taking in a day?"",Question,Numeric,,,,30.0,,,0.0,,,pills per day,,False,
a8a0654e-1350-11df-a1f1-0026b9348838,,"OTHER MEDICATION ORDER","Other drugs that are ordered at a given patient encounter.",ConvSet,N/A,,a8a060c6-1350-11df-a1f1-0026b9348838;a8a0630a-1350-11df-a1f1-0026b9348838;a8a063c8-1350-11df-a1f1-0026b9348838;a8a06184-1350-11df-a1f1-0026b9348838;a8a05e82-1350-11df-a1f1-0026b9348838;a8a05f4a-1350-11df-a1f1-0026b9348838;a8a06008-1350-11df-a1f1-0026b9348838;a8a07b10-1350-11df-a1f1-0026b9348838;a8a07bce-1350-11df-a1f1-0026b9348838;a8a08286-1350-11df-a1f1-0026b9348838;a89c26b4-1350-11df-a1f1-0026b9348838;a89fc120-1350-11df-a1f1-0026b9348838;be050e3b-9915-4097-ba41-46033e9b61c3;90083bee-9859-4364-a81f-4aad6f3634fb;8817951a-93c9-4b46-a208-253103716dfc;a8a36fc8-1350-11df-a1f1-0026b9348838;db4a2478-1a3b-4c46-9769-a500c64ae5ba;8e140ec8-bee9-49ae-9bc4-76d3d743896c;451e22a7-6d9a-41ac-8cb7-b4f3eba59ac5;52e8a934-d57c-4ef0-9fb7-7c15d816b723;5f610d02-f1bd-41a1-b485-9ca70fe171a6;bb1e6b95-0d35-4065-80cc-d774d1c9b964;0a35a6e4-eb93-448e-a3b0-cae66a57beb4;a8a45988-1350-11df-a1f1-0026b9348838;f539fe70-d892-4fad-9d56-968e1ef1796d;f2caa04a-17e8-4978-9b01-70313836f7ce;9b15016c-9698-4852-8228-7c55703f73ee;832659b9-c950-4b47-af3b-05480898e2ee;7a74420f-96a0-4a69-aba8-28e975407e4a;a89ed21a-1350-11df-a1f1-0026b9348838,MCL/CIEL: 1442,,,,,,,,,,
ea404923-fe2b-4812-aec5-3be7fbe712f7,,"NUMBER OF CAPSULES","Number of capsules.",Question,Numeric,,,,180.0,,,0.0,,,capsule,,False,
a894b604-1350-11df-a1f1-0026b9348838,,"BURNING","A sensation that resembles that produced by a burn.",Symptom,N/A,,,MCL/CIEL: 146625,,,,,,,,,,
c80dcaad-ea61-4b88-b1f7-c091d706c7de,,"NIGHTMARES","A dream arousing feelings of intense fear, horror, and distress.",Symptom,Coded,a899b35c-1350-11df-a1f1-0026b9348838;a899b42e-1350-11df-a1f1-0026b9348838;a899b50a-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 159426,,,,,,,,,,
a8ae7ecc-1350-11df-a1f1-0026b9348838,,"MEMORY PROBLEMS","Symptom which describes difficulties in remembering things.",Symptom/Finding,N/A,,,local: 6037;MCL/CIEL: 6037,,,,,,,,,,
a8ad392c-1350-11df-a1f1-0026b9348838,,"PARESTHESIA","A skin sensation, such as burning, prickling, itching, or tingling, with no apparent physical cause.",Symptom,N/A,,,MCL/CIEL: 132650,,,,,,,,,,
14d69b30-a401-4eb1-88f8-116d1f92f432,,"THOUGHT","An idea or mental picture, imagined and contemplated",Misc,N/A,,,,,,,,,,,,,
f1080614-8d9b-4644-957a-06502799806e,,"CURRENT PLAN","A detailed method that has been worked out in advance for the attainment of a current goal.",Misc,N/A,,,,,,,,,,,,,
03649d00-c375-4da3-b147-0823071260c5,,"ATTEMPT","A try or effort to achieve some goal.",Misc,N/A,,,,,,,,,,,,,
a91ae2ad-2d02-4944-9d7d-6217445c9da0,,"INTENT","Resolved or determined to do something.",Misc,N/A,,,,,,,,,,,,,
f5b8f79a-5460-49a5-983e-78cc203673da,,"SUICIDAL TENDENCIES","A question to ask about the patient's suicidal tendencies.",Question,Coded,14d69b30-a401-4eb1-88f8-116d1f92f432;f1080614-8d9b-4644-957a-06502799806e;03649d00-c375-4da3-b147-0823071260c5;a91ae2ad-2d02-4944-9d7d-6217445c9da0;a899e0ac-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
520218d1-6e41-4653-8edf-2d702d0b9b8a,,"HYPERURICEMIA","Hyperuricemia (British English: hyperuricaemia) is a level of uric acid in the blood that is abnormally high. In humans, the upper end of the normal range is 360 µmol/L (6 mg/dL) for women and 400 µmol/L (6.8 mg/dL) for men.",Diagnosis,N/A,,,,,,,,,,,,,
fc110c04-079c-49d3-bf34-c36290e1b203,,"LEUKOPENIA","Leukopenia (also known as leukocytopenia, or leucopenia) is a decrease in the number of white blood cells (leukocytes) found in the blood, which places individuals at increased risk of infection.",Diagnosis,N/A,,,,,,,,,,,,,
a8983ae0-1350-11df-a1f1-0026b9348838,,"PRURITIS","The sensation in the skin that encourages itching or scratching.",Finding,N/A,,,MCL/CIEL: 879,,,,,,,,,,
a89cfce2-1350-11df-a1f1-0026b9348838,,"","Leukopenia in which the decrease in white blood cells is chiefly in neutrophils. ",Finding,N/A,,,,,,,,,,,,,
a8ad09ca-1350-11df-a1f1-0026b9348838,,"VISION DIFFICULTIES, NOS","Reduced visual capacity.",Symptom,Boolean,,,MCL/CIEL: 5953;local: 5953,,,,,,,,,,
a89828c0-1350-11df-a1f1-0026b9348838,,"HEARING DIFFICULTIES","Reduced or absent ability to hear sounds.",Finding,N/A,,,local: 861;MCL/CIEL: 861,,,,,,,,,,
a890ba5e-1350-11df-a1f1-0026b9348838,,"JOINT PAIN","Unspecified problems with pain and motion of the joints and/or muscles.",Diagnosis,N/A,,,MCL/CIEL: 80,,,,,,,,,,
a8982eba-1350-11df-a1f1-0026b9348838,,"ANOREXIA","Loss of appetite especially when prolonged.",Finding,N/A,,,MCL/CIEL: 135595,,,,,,,,,,
a8ad47f0-1350-11df-a1f1-0026b9348838,,"OLIGURIA","Abnormally slight or infrequent urination.",Symptom,N/A,,,MCL/CIEL: 132418;local: 6021,,,,,,,,,,
de8adf9d-0d6d-4f81-817e-1ccef7e578d4,,"DYSGEUSIA","Distortion of the sense of taste",Symptom,N/A,,,,,,,,,,,,,
c835b3c9-8fcd-4d12-91d5-6f85201f42eb,,"TINGLING","Experience a slight prickling or stinging sensation.",Symptom,N/A,,,,,,,,,,,,,
a898d9c8-1350-11df-a1f1-0026b9348838,,"CONSTIPATION","Abnormally delayed or infrequent passage of dry hardened feces.",Diagnosis,N/A,,,local: 996;MCL/CIEL: 996,,,,,,,,,,
dd53cdf0-5e8c-4e0f-8933-4fe207af81a7,,"MOUTH SWELLING","Swelling of the mouth. Nonspecific symptom or finding",Symptom/Finding,N/A,,,,,,,,,,,,,
a896537e-1350-11df-a1f1-0026b9348838,,"EDEMA, LEGS","Fluid accumulation in the lower limbs.",Finding,N/A,,,MCL/CIEL: 135966;MCL/CIEL: 590,,,,,,,,,,
24a2b364-aaf7-4c2d-9ecf-edf65f21c107,,"PALPITATIONS","Any variation from the normal rhythm or rate of the heart beat.",Diagnosis,N/A,,,MCL/CIEL: 130987,,,,,,,,,,
48365a67-f0f9-4d31-9c6e-73d62c152776,,"IMPOTENCE","The inability to perform sexual intercourse.",Diagnosis,N/A,,,,,,,,,,,,,
c2ecd5f7-4b47-47ae-b706-3dc5ed98b4db,,"PATIENT REPORTED SIDE EFFECT TYPE OF TAKING ANY CURRENT MEDICATION","What type of side effects does patient have from taking their reported current medications?",Question,Coded,a8909060-1350-11df-a1f1-0026b9348838;a89cee50-1350-11df-a1f1-0026b9348838;a877c7f6-1350-11df-a1f1-0026b9348838;a8a01dfa-1350-11df-a1f1-0026b9348838;a8ad239c-1350-11df-a1f1-0026b9348838;a89d0c0a-1350-11df-a1f1-0026b9348838;a890861a-1350-11df-a1f1-0026b9348838;8e6db62d-2b91-43b2-9a2e-50c7eeb4437c;a8aaf3e2-1350-11df-a1f1-0026b9348838;a895776a-1350-11df-a1f1-0026b9348838;a8a16d0e-1350-11df-a1f1-0026b9348838;a897fe86-1350-11df-a1f1-0026b9348838;520218d1-6e41-4653-8edf-2d702d0b9b8a;fc110c04-079c-49d3-bf34-c36290e1b203;a89366a0-1350-11df-a1f1-0026b9348838;a8983ae0-1350-11df-a1f1-0026b9348838;a89cfce2-1350-11df-a1f1-0026b9348838;a8980dea-1350-11df-a1f1-0026b9348838;a8ad09ca-1350-11df-a1f1-0026b9348838;a89828c0-1350-11df-a1f1-0026b9348838;a890ba5e-1350-11df-a1f1-0026b9348838;a8932f00-1350-11df-a1f1-0026b9348838;a8982eba-1350-11df-a1f1-0026b9348838;a8ad21e4-1350-11df-a1f1-0026b9348838;a8ad47f0-1350-11df-a1f1-0026b9348838;de8adf9d-0d6d-4f81-817e-1ccef7e578d4;c835b3c9-8fcd-4d12-91d5-6f85201f42eb;a898cfe6-1350-11df-a1f1-0026b9348838;c80dcaad-ea61-4b88-b1f7-c091d706c7de;a8966d1e-1350-11df-a1f1-0026b9348838;a8ad042a-1350-11df-a1f1-0026b9348838;a89836ee-1350-11df-a1f1-0026b9348838;a89cec02-1350-11df-a1f1-0026b9348838;a8935fde-1350-11df-a1f1-0026b9348838;a898d9c8-1350-11df-a1f1-0026b9348838;a89d00c0-1350-11df-a1f1-0026b9348838;dd53cdf0-5e8c-4e0f-8933-4fe207af81a7;4639388c-ee31-4dcf-abb4-ad71253493bb;a896537e-1350-11df-a1f1-0026b9348838;24a2b364-aaf7-4c2d-9ecf-edf65f21c107;a8982de8-1350-11df-a1f1-0026b9348838;48365a67-f0f9-4d31-9c6e-73d62c152776,,,,,,,,,,,,
a89efccc-1350-11df-a1f1-0026b9348838,,"MILD","Generic descriptive answer.",Misc,N/A,,,MCL/CIEL: 1498;local: 1743,,,,,,,,,,
a89efdee-1350-11df-a1f1-0026b9348838,,"MODERATE","Generic descriptive answer.",Misc,N/A,,,MCL/CIEL: 1499;local: 1744,,,,,,,,,,
a89eff1a-1350-11df-a1f1-0026b9348838,,"SEVERE","Generic descriptive answer.",Misc,N/A,,,local: 1745;MCL/CIEL: 1500,,,,,,,,,,
